num,titulo_empleo,descripcion_empleo,etiquetas_empleo
7125,Unreal developer,"I need to make the demo project on Unreal engine.
Need the multi player  featured developer.
otherwise, don't bid here.

Thanks.","[""Programación en C++"", ""Desarrollo de juegos"", ""Unreal Engine""]"
7126,PHP Laravel developer needed for long term,"Hi freelancer

I'm looking Laravel/PHP developer for long term opportunity 

Thanks","[""HTML"", ""Laravel"", ""MySQL"", ""PHP"", ""Diseño de sitios web""]"
7127,PHP Developer,"ReactJS (NOT Angular), PHP, Node, JavaScript, Jquery, Laravel, Codelgnitor, SQL, Databases(PostgreSQL/oracle/ mysql/sqlserver/azure/mongo/cassandra/cosmos), Kafka, Kubernetes, Data Structure and Algorithm |(DSA), problem solving, Distributed Computing","[""AngularJS"", ""Java"", ""MySQL"", ""NoSQL Couch y Mongo"", ""PHP""]"
7128,"'JENKINS server , GITLAB server , DEVOPS , KUBERNATES EXPERTS NEEDED, on UTC time / available on Weekend","...SCREEN USING REMOTE TOOLS DURING YOUR SHIFT
4/ long term contract BID on MONTHLY BASIS SALARY ONLY !
5/ You are able to work with team of developers

-REMARK:WE ARE NOT INTERESTED IN AGENCIES OR BROKERS

IF YOU ARE COMFORTABLE WITH ABOVE TERMS AND CONDITIONS THEN APPLY!!!



SALARY :
Linux / Ubuntu :$1000-$3000 per month for the trial period

RemarK:

1/after the trial period of 3 months, Skilled developer Salary $3500 usd per month
2/ after 9 months salary will become $ 4000 usd/per month

WORK:

YOU ARE ABLE TO WORK: 160-200 hours per month

SALARY can increase after trial period basis on your performance.
=======================
-REMOTE POSITION(you must be able to share your screen during your shift via remote tools )
6 -12 months with possibility to relocate if required

-BE...","[""DevOps"", ""Jenkins"", ""Kubernetes""]"
7129,"Web page improvement, configurator + save order data to DB","Dear developers, 

we would like to improve web page  
On page is order form with JS processing and send form data to e-mail. 

There are now two improvements:

1. implement 2D configurator written by external developer with completed technical documentation: 

2. save data from form to database and simple admin with table with orders. 

Thank you, Tomas","[""HTML"", ""JavaScript"", ""MySQL"", ""PHP""]"
7130,Digital Marketeer @ GIMBER,"We're looking for someone to be a part of the marketing team and who will be responsible for coordinating everything related to digital marketing. 
Follow-up of our third parties (the digital marketing agency who manages our paid ads, our external developer and the person responsible for email automation). 
You will focus on the follow-up and monitoring of all the digital campaigns, track kpi's, manage the budget, propose improvements and work closely with the rest of the team (marketing and E-commerce).","[""Digital Marketing"", ""Email Campaign"", ""Google Analytics"", ""Gestión de proyectos"", ""Marketing de motores de búsqueda""]"
7131,API and Site UI updates,"DO NOT BID IF YOU CANT DO THE WORK. THANK YOU

The scope of work is:  1) you will fix it so that the API for TOLL Road Express, TOLL Direct, TOLL NQX/Express and TNT work and are able to create a Consignment note and Manifest to the specifications that are required. 2)you will build an emailing system where I c...number: and package details, Weight: …. Length… Depth…. And Height…. 7)An Address book will be created from the data that is entered that will save all address details for Shipper and Receiver. When inputting the details, there will be an option to select address book and choose the address from the screen which will populate the details.
You will need to be competent in the following: React/Node developer, who has worked on AWS EC2 instance with...","[""Full Stack Development"", ""HTML"", ""JavaScript"", ""MySQL"", ""PHP""]"
7132,Looking for Full stack developer (react/node and mongodb),"I have more than 20 pages to be developed. This project is posted to understand your costing model only , this does not have any requirement.

When you bid , add the following details:

1. Experience
2. Sample Codes (to check the coding standards)
3. Documentation if any
4. Costing Model or Cost per page.

Do not respond - stating that the cost will vary based on the page complexity. (Every page developed will follow CRUD function with some business logic, the page will not ask to talk to IOT device not connect to a Satellite) 

Every web page is built on components and APIs, Components are reusable and API as well. 
So if you come up with a clear cost based on a number of new components/APIs to be developed, that would make a lot of sense. 

Eg:
New component to be made -  x
New API to be...","[""MongoDB"", ""Node.js"", ""NoSQL Couch y Mongo"", ""React.js""]"
7133,Migrate plesk to a new server -- 2,"Looking for a developer to migrate plesk to a new server, with keeping everything live and saved on the first server. so just name server change is required from us, with out being of line for a while.","[""Linux"", ""PHP"", ""Plesk"", ""Server"", ""Administración de sistemas""]"
7134,Migrate plesk to a new server,"Looking for a developer to migrate plesk to a new server, with keeping everything live and saved on the first server. so just name server change is required from us, with out being of line for a while.","[""Linux"", ""PHP"", ""Plesk"", ""Server"", ""Administración de sistemas""]"
7135,GoLang Developer for bulk-email services,"Hello,
I am looking for a GoLang Developer who can help us build bulk-email sending integration with 3rd party providers like Sendgrid, MailGun, Postmark, AWS SES etc. We will be using APIs only and not SMTPs at the moment. 

We are building a SAAS product which will send bulk-emails as well as transactional and automated emails for our users using their own accounts/ API access of the third parties. 

Other than Bulk sending with 3rd party APIs, we will also need integrations for Bounce tracking (hard bounces and soft bounces), opens, clicks, spam complaints, 

The development will be needed in a micro-service structure so to support other services that we plan to offer under the SAAS.

Due to the stakeholders involved, we are looking for individual freelancers/ developers and not ...","[""Golang"", ""MySQL"", ""Redis"", ""SendGrid"", ""Arquitectura de software""]"
7136,WooCommerce & PHP Developer,"...paying for their players).

In the backend, I need a custom section created for the chairpersons to view players that have been registered, their memberships and the amounts paid for that membership. It must also show an unpaid status if the player/team have elected to make payment offline. This must then be able to be updated manually to paid as soon as the payment is made.

I am a frontend WP developer, so I am looking for someone to work with me on this project and show me how to do this, so I like to learn as well. Or maybe it’s as simple as using a plugin and I am overthinking this. 

I have just posted the budget as a micro project, but am open to a higher budget.

Thank you.
...","[""MySQL"", ""PHP"", ""WooCommerce"", ""WordPress""]"
